Confirmed derivation	NEW SUFFIX	Zero	V synset	V literal	N synset	N literal	Existing MS relation	MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
Y	ing	FALSE	eng-30-00074038-v	shit	eng-30-13459088-n	shitting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00074038-v	shit	eng-30-14854581-n	shit	event	MS
YES		TRUE	eng-30-00074038-v	shit	eng-30-13555775-n	shit	event	MS
YES		TRUE	eng-30-00049007-v	shirt	eng-30-04197391-n	shirt	event	MS
Y	ing	FALSE	eng-30-01950798-v	ship	eng-30-01105259-n	shipping	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01755389-v	shimmy	eng-30-00533535-n	shimmy	event	MS
YES		TRUE	eng-30-02706478-v	shimmer	eng-30-07411851-n	shimmer	event	MS
YES		TRUE	eng-30-02763450-v	shimmer	eng-30-07411851-n	shimmer	event	MS
YES		TRUE	eng-30-02642238-v	shillyshally	eng-30-01067362-n	shillyshally	event	MS
Y	ing	FALSE	eng-30-01884974-v	shift	eng-30-00331655-n	shifting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01883344-v	shift	eng-30-00331655-n	shifting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01864634-v	shift	eng-30-00331655-n	shifting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02012344-v	shift	eng-30-00331655-n	shifting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01893988-v	shift	eng-30-00331655-n	shifting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02012344-v	shift	eng-30-00331655-n	shift	event	MS
YES		TRUE	eng-30-01883344-v	shift	eng-30-00331655-n	shift	event	MS
YES		TRUE	eng-30-00555654-v	shift	eng-30-07359599-n	shift	event	MS
YES		TRUE	eng-30-01884974-v	shift	eng-30-00331655-n	shift	event	MS
YES		TRUE	eng-30-00550117-v	shift	eng-30-07444668-n	shift	event	MS
YES		TRUE	eng-30-00380159-v	shift	eng-30-07444668-n	shift	event	MS
YES		TRUE	eng-30-01893988-v	shift	eng-30-00331655-n	shift	event	MS
YES		TRUE	eng-30-01864634-v	shift	eng-30-00331655-n	shift	event	MS
YES		TRUE	eng-30-00555447-v	shift	eng-30-07359599-n	shift	event	MS
YES		TRUE	eng-30-00555447-v	shift	eng-30-00196084-n	shift	event	MS
YES		TRUE	eng-30-00548913-v	shift	eng-30-07444668-n	shift	event	MS
Y		TRUE	eng-30-00550117-v	shift	eng-30-00196084-n	shift	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00380159-v	shift	eng-30-00196084-n	shift	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00037298-v	shave	eng-30-00254769-n	shaving	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00037298-v	shave	eng-30-00254769-n	shave	event	MS
Y	ing	FALSE	eng-30-00142191-v	shape	eng-30-00925207-n	shaping	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01659248-v	shape	eng-30-00925207-n	shaping	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01402447-v	shank	eng-30-00573945-n	shank	event	MS
YB	ing	FALSE	eng-30-01917549-v	shamble	eng-30-00292712-n	shambling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01917549-v	shamble	eng-30-00292712-n	shamble	event	MS
YES		TRUE	eng-30-00014034-v	shake	eng-30-00867983-n	shake	event	MS
YES		TRUE	eng-30-01889610-v	shake	eng-30-00347652-n	shake	event	MS
YES		TRUE	eng-30-00992518-v	shake	eng-30-06632097-n	shake	event	MS
YES		TRUE	eng-30-01875295-v	shake	eng-30-00347652-n	shake	event	MS
YES		TRUE	eng-30-01896119-v	shag	eng-30-00533404-n	shag	event	MS
YB	ness	FALSE	eng-30-02768702-v	shadow	eng-30-13984613-n	shadowiness	event	NEW_LIT_PAIR_KNOWN_REL
Y	ness	FALSE	eng-30-02768702-v	shade	eng-30-13984613-n	shadiness	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01560731-v	sever	eng-30-00359492-n	severing	event	NEW_LIT_PAIR_KNOWN_REL
YES	ance	FALSE	eng-30-01560731-v	sever	eng-30-00359492-n	severance	event	MS
YES	ance	FALSE	eng-30-01560984-v	sever	eng-30-07313814-n	severance	event	MS
Y	ing	FALSE	eng-30-01428011-v	service	eng-30-00853649-n	servicing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01077568-v	serve	eng-30-00568430-n	serve	event	MS
YES	ation	FALSE	eng-30-00279075-v	serialise	eng-30-01102862-n	serialisation	event	MS
YES		TRUE	eng-30-01703857-v	serenade	eng-30-07042586-n	serenade	event	MS
YES		TRUE	eng-30-01703857-v	serenade	eng-30-07053732-n	serenade	event	MS
YES	ation	FALSE	eng-30-00495998-v	sequester	eng-30-01202184-n	sequestration	event	MS
YES	ation	FALSE	eng-30-02273293-v	sequester	eng-30-00087218-n	sequestration	event	MS
YES	ation	FALSE	eng-30-00579367-v	sequester	eng-30-13554586-n	sequestration	event	MS
Y	ation	FALSE	eng-30-00495998-v	sequestrate	eng-30-01202184-n	sequestration	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01458973-v	separate	eng-30-01254253-n	separation	event	MS
YES	ion	FALSE	eng-30-02431320-v	separate	eng-30-01201429-n	separation	event	MS
YES	ion	FALSE	eng-30-02030158-v	separate	eng-30-01201021-n	separation	event	MS
YES	ion	FALSE	eng-30-01556921-v	separate	eng-30-00383606-n	separation	event	MS
YES	ion	FALSE	eng-30-01557774-v	separate	eng-30-07331400-n	separation	event	MS
YES	ation	FALSE	eng-30-00012944-v	sentimentalise	eng-30-01219306-n	sentimentalisation	event	MS
YES	ation	FALSE	eng-30-00533185-v	sentimentalise	eng-30-01219306-n	sentimentalisation	event	MS
Y	ation	FALSE	eng-30-00012944-v	sentimentise	eng-30-01219306-n	sentimentalisation	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00573932-v	sensitise	eng-30-00829170-n	sensitising	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02727883-v	sell	eng-30-01115162-n	sell	event	MS
YES		TRUE	eng-30-02242464-v	sell	eng-30-01115162-n	sell	event	MS
YES		TRUE	eng-30-02748206-v	sell	eng-30-01115162-n	sell	event	MS
YES		TRUE	eng-30-02244956-v	sell	eng-30-01115162-n	sell	event	MS
YES	tion	FALSE	eng-30-01620436-v	self-destroy	eng-30-00222766-n	self-destruction	event	MS
YES	tion	FALSE	eng-30-01620436-v	self-destroy	eng-30-00222485-n	self-destruction	event	MS
YES	ion	FALSE	eng-30-01620436-v	self-destruct	eng-30-00222766-n	self-destruction	event	MS
YES	ion	FALSE	eng-30-01620436-v	self-destruct	eng-30-00222485-n	self-destruction	event	MS
YES	ion	FALSE	eng-30-00674607-v	select	eng-30-00161243-n	selection	event	MS
Y	ure	FALSE	eng-30-02272549-v	seize	eng-30-00088481-n	seizure	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01212572-v	seize	eng-30-00812274-n	seizing	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-01563005-v	segment	eng-30-00397953-n	segmentation	event	MS
Y	age	FALSE	eng-30-02071974-v	seep	eng-30-07432119-n	seepage	event	NEW_LIT_PAIR_KNOWN_REL
YES	tion	FALSE	eng-30-01428578-v	seduce	eng-30-00160532-n	seduction	event	MS
YES	tion	FALSE	eng-30-00783246-v	seduce	eng-30-00160415-n	seduction	event	MS
YES	ation	FALSE	eng-30-01988755-v	sediment	eng-30-11445395-n	sedimentation	event	MS
YES	ion	FALSE	eng-30-00022316-v	sedate	eng-30-00695300-n	sedation	event	MS
YES	ation	FALSE	eng-30-02221794-v	secularize	eng-30-01109311-n	secularization	event	MS
YES	ation	FALSE	eng-30-00136044-v	secularise	eng-30-01155465-n	secularisation	event	MS
YES	ation	FALSE	eng-30-02468261-v	sectionalise	eng-30-00397953-n	sectionalisation	event	MS
YES	ion	FALSE	eng-30-00069295-v	secrete	eng-30-13553916-n	secretion	event	MS
YES		TRUE	eng-30-02556817-v	second	eng-30-07180372-n	second	event	MS
YES	sion	FALSE	eng-30-00495998-v	seclude	eng-30-01201773-n	seclusion	event	MS
YES	sion	FALSE	eng-30-02535457-v	secede	eng-30-00384933-n	secession	event	MS
YES		TRUE	eng-30-00648224-v	search	eng-30-00637354-n	search	event	MS
YES		TRUE	eng-30-02153709-v	search	eng-30-00945401-n	search	event	MS
YES		TRUE	eng-30-01317723-v	search	eng-30-00644366-n	search	event	MS
YES		TRUE	eng-30-01315613-v	search	eng-30-00945401-n	search	event	MS
YES		TRUE	eng-30-01902405-v	scurry	eng-30-00556142-n	scurry	event	MS
YES		TRUE	eng-30-01504480-v	scuffle	eng-30-00789391-n	scuffle	event	MS
YES		TRUE	eng-30-01504480-v	scuffle	eng-30-01172441-n	scuffle	event	MS
YES		TRUE	eng-30-01917845-v	scuff	eng-30-00125315-n	scuff	event	MS
Y	ing	FALSE	eng-30-01946138-v	scud	eng-30-00330836-n	scudding	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01946138-v	scud	eng-30-00330836-n	scud	event	MS
YES		TRUE	eng-30-02184797-v	scrunch	eng-30-07393500-n	scrunch	event	MS
Y	ing	FALSE	eng-30-00036780-v	scrub	eng-30-00251780-n	scrubbing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01251228-v	scrub	eng-30-00251780-n	scrubbing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01251228-v	scrub	eng-30-00251780-n	scrub	event	MS
YES		TRUE	eng-30-00036780-v	scrub	eng-30-00251780-n	scrub	event	MS
YES		TRUE	eng-30-01723579-v	scrimmage	eng-30-00898127-n	scrimmage	event	MS
YES		TRUE	eng-30-01747203-v	scribble	eng-30-06404147-n	scribble	event	MS
YES		TRUE	eng-30-01006239-v	scribble	eng-30-04155310-n	scribble	event	MS
Y	ing	FALSE	eng-30-01426397-v	screw	eng-30-00846021-n	screwing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02171664-v	screech	eng-30-07393161-n	screeching	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01048939-v	screech	eng-30-07123012-n	screeching	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02171664-v	screech	eng-30-07393161-n	screech	event	MS
YES		TRUE	eng-30-01048939-v	screech	eng-30-07123012-n	screech	event	MS
Y	ing	FALSE	eng-30-02173336-v	scream	eng-30-07393161-n	screaming	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00913065-v	scream	eng-30-07123012-n	screaming	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00913065-v	scream	eng-30-07123012-n	scream	event	MS
YES		TRUE	eng-30-02173336-v	scream	eng-30-07393161-n	scream	event	MS
YES		TRUE	eng-30-01747203-v	scrawl	eng-30-06404147-n	scrawl	event	MS
Y	ing	FALSE	eng-30-02040709-v	scrape	eng-30-07275489-n	scraping	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01886334-v	scramble	eng-30-00556142-n	scramble	event	MS
YES		TRUE	eng-30-01472807-v	scramble	eng-30-00789391-n	scramble	event	MS
YES		TRUE	eng-30-01006239-v	scrabble	eng-30-04155310-n	scrabble	event	MS
YES		TRUE	eng-30-00033852-v	scowl	eng-30-06877849-n	scowl	event	MS
Y	ing	FALSE	eng-30-01251228-v	scour	eng-30-00251780-n	scouring	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00850192-v	scoff	eng-30-06716234-n	scoffing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00801782-v	scoff	eng-30-06716234-n	scoffing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00801782-v	scoff	eng-30-06716234-n	scoff	event	MS
YES		TRUE	eng-30-00850192-v	scoff	eng-30-06716234-n	scoff	event	MS
YES		TRUE	eng-30-01410946-v	sclaff	eng-30-00573775-n	sclaff	event	MS
YES		TRUE	eng-30-01417257-v	sclaff	eng-30-00573775-n	sclaff	event	MS
Y	ing	FALSE	eng-30-02387910-v	school	eng-30-05757536-n	schooling	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00568234-v	schematise	eng-30-00192457-n	schematisation	event	MS
Y	ing	FALSE	eng-30-02028994-v	scatter	eng-30-00369138-n	scattering	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02028994-v	scatter	eng-30-07331759-n	scattering	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02082690-v	scatter	eng-30-00369138-n	scattering	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02030424-v	scatter	eng-30-00369138-n	scattering	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01376245-v	scatter	eng-30-00369138-n	scattering	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02028994-v	scatter	eng-30-05088324-n	scatter	event	MS
YES		TRUE	eng-30-02030424-v	scatter	eng-30-00369138-n	scatter	event	MS
YES		TRUE	eng-30-01376245-v	scatter	eng-30-00369138-n	scatter	event	MS
YES		TRUE	eng-30-02028994-v	scatter	eng-30-00369138-n	scatter	event	MS
YES		TRUE	eng-30-01376245-v	scatter	eng-30-05088324-n	scatter	event	MS
YES		TRUE	eng-30-02082690-v	scatter	eng-30-00369138-n	scatter	event	MS
YES		TRUE	eng-30-02030424-v	scatter	eng-30-05088324-n	scatter	event	MS
YES		TRUE	eng-30-02082690-v	scatter	eng-30-05088324-n	scatter	event	MS
YES		TRUE	eng-30-01779165-v	scare	eng-30-07521437-n	scare	event	MS
YES		TRUE	eng-30-01785748-v	scare	eng-30-14405931-n	scare	event	MS
YES	ation	FALSE	eng-30-01810447-v	scandalise	eng-30-01225397-n	scandalisation	event	MS
YES		TRUE	eng-30-02152504-v	scan	eng-30-00643943-n	scan	event	MS
YES		TRUE	eng-30-01318659-v	scan	eng-30-00643943-n	scan	event	MS
YES		TRUE	eng-30-01902405-v	scamper	eng-30-00556142-n	scamper	event	MS
YES		TRUE	eng-30-02572119-v	scam	eng-30-00754280-n	scam	event	MS
YES		TRUE	eng-30-00196758-v	scald	eng-30-00404058-n	scald	event	MS
YES		TRUE	eng-30-00196758-v	scald	eng-30-14290107-n	scald	event	MS
YES		TRUE	eng-30-01016002-v	say	eng-30-14485526-n	say	event	MS
YES		TRUE	eng-30-01009821-v	say	eng-30-14485526-n	say	event	MS
YES		TRUE	eng-30-01009240-v	say	eng-30-14485526-n	say	event	MS
YES		TRUE	eng-30-00588221-v	savvy	eng-30-05805475-n	savvy	event	MS
YES		TRUE	eng-30-01917980-v	saunter	eng-30-00289737-n	saunter	event	MS
YES		TRUE	eng-30-01917980-v	saunter	eng-30-00284101-n	saunter	event	MS
YES	ion	FALSE	eng-30-00456357-v	saturate	eng-30-00402671-n	saturation	event	MS
YB	ation	FALSE	eng-30-00497705-v	saturate	eng-30-13496517-n	saturation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01193721-v	satiate	eng-30-01072984-n	satiation	event	MS
Y	ation	FALSE	eng-30-01193721-v	sate	eng-30-01072984-n	satiation	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01895027-v	sashay	eng-30-00534152-n	sashay	event	MS
YES		TRUE	eng-30-01869196-v	sashay	eng-30-00534152-n	sashay	event	MS
YES	ation	FALSE	eng-30-01245052-v	sanitise	eng-30-00254415-n	sanitisation	event	MS
YB	ation	FALSE	eng-30-01245052-v	sanitise	eng-30-00254415-n	sanitation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00866702-v	sanctify	eng-30-01039925-n	sanctification	event	MS
YES	ation	FALSE	eng-30-00475819-v	sanctify	eng-30-01039925-n	sanctification	event	MS
YES		TRUE	eng-30-01195299-v	sample	eng-30-05821775-n	sample	event	MS
YES		TRUE	eng-30-01896881-v	samba	eng-30-07056895-n	samba	event	MS
YES		TRUE	eng-30-01896881-v	samba	eng-30-00537192-n	samba	event	MS
YES	ation	FALSE	eng-30-02550868-v	salve	eng-30-00096513-n	salvation	event	MS
YES		TRUE	eng-30-00900214-v	salute	eng-30-06633041-n	salute	event	MS
YES		TRUE	eng-30-01175467-v	salute	eng-30-06688913-n	salute	event	MS
YES		TRUE	eng-30-00899956-v	salute	eng-30-06633041-n	salute	event	MS
YES		TRUE	eng-30-00899597-v	salute	eng-30-06632358-n	salute	event	MS
Y		TRUE	eng-30-00900214-v	salute	eng-30-06688913-n	salute	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01965654-v	saltate	eng-30-13552644-n	saltation	event	MS
YES	ion	FALSE	eng-30-01965464-v	saltate	eng-30-00428270-n	saltation	event	MS
YES	ion	FALSE	eng-30-01965464-v	saltate	eng-30-00120202-n	saltation	event	MS
YES	ion	FALSE	eng-30-00102791-v	salivate	eng-30-13552528-n	salivation	event	MS
YES		TRUE	eng-30-00899847-v	salaam	eng-30-07275713-n	salaam	event	MS
YES		TRUE	eng-30-01846320-v	sail	eng-30-00312932-n	sail	event	MS
YES		TRUE	eng-30-01945516-v	sail	eng-30-00312932-n	sail	event	MS
YES		TRUE	eng-30-01846658-v	sail	eng-30-00312932-n	sail	event	MS
YES		TRUE	eng-30-01326093-v	sacrifice	eng-30-00227595-n	sacrifice	event	MS
YES		TRUE	eng-30-02343961-v	sacrifice	eng-30-13328073-n	sacrifice	event	MS
YES		TRUE	eng-30-02343595-v	sacrifice	eng-30-00205891-n	sacrifice	event	MS
YES		TRUE	eng-30-02325558-v	sacrifice	eng-30-00227595-n	sacrifice	event	MS
Y	ing	FALSE	eng-30-02402825-v	sack	eng-30-00216174-n	sacking	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02543607-v	sabotage	eng-30-01244895-n	sabotage	event	MS
Y	ing	FALSE	eng-30-02182662-v	rustle	eng-30-07392783-n	rustling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02182662-v	rustle	eng-30-07392783-n	rustle	event	MS
Y	ing	FALSE	eng-30-00273963-v	rust	eng-30-13552270-n	rusting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00239614-v	rust	eng-30-13552270-n	rusting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00274283-v	rust	eng-30-13552270-n	rusting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02059462-v	rush	eng-30-00555648-n	rushing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00459296-v	rush	eng-30-00555648-n	rushing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02059770-v	rush	eng-30-00560293-n	rushing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02058994-v	rush	eng-30-00555648-n	rushing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00459498-v	rush	eng-30-00555648-n	rushing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02059462-v	rush	eng-30-00555648-n	rush	event	MS
YES		TRUE	eng-30-00459296-v	rush	eng-30-00555648-n	rush	event	MS
YES		TRUE	eng-30-02059770-v	rush	eng-30-00560293-n	rush	event	MS
YES		TRUE	eng-30-00459498-v	rush	eng-30-07436352-n	rush	event	MS
YES		TRUE	eng-30-02058994-v	rush	eng-30-00555648-n	rush	event	MS
YES		TRUE	eng-30-00459498-v	rush	eng-30-00555648-n	rush	event	MS
YES		TRUE	eng-30-01573515-v	rupture	eng-30-14295248-n	rupture	event	MS
YES		TRUE	eng-30-01573515-v	rupture	eng-30-00376715-n	rupture	event	MS
Y	ing	FALSE	eng-30-02525312-v	run	eng-30-00558883-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01914947-v	run	eng-30-00293916-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01926984-v	run	eng-30-00293916-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01927447-v	run	eng-30-00558883-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02092309-v	run	eng-30-00293916-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01926311-v	run	eng-30-00293916-n	running	event	NEW_LIT_PAIR_KNOWN_REL
Y	el	FALSE	eng-30-02066939-v	run	eng-30-09415938-n	runnel	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02585259-v	rumpus	eng-30-00553823-n	rumpus	event	MS
YES		TRUE	eng-30-01042228-v	rumour	eng-30-07223450-n	rumour	event	MS
YES		TRUE	eng-30-01319049-v	rummage	eng-30-00946806-n	rummage	event	MS
YES	ion	FALSE	eng-30-01174555-v	ruminate	eng-30-00279377-n	rumination	event	MS
YES	ion	FALSE	eng-30-00630380-v	ruminate	eng-30-05785508-n	rumination	event	MS
Y	ing	FALSE	eng-30-02187320-v	rumble	eng-30-07392483-n	rumbling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01045719-v	rumble	eng-30-07392483-n	rumbling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01045719-v	rumble	eng-30-07392483-n	rumble	event	MS
YES		TRUE	eng-30-02187320-v	rumble	eng-30-07392483-n	rumble	event	MS
Y		TRUE	eng-30-01897779-v	rumba	eng-30-07056764-n	rumba	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01566490-v	ruin	eng-30-00217773-n	ruining	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01564144-v	ruin	eng-30-00217773-n	ruining	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00165244-v	ruggedise	eng-30-00829721-n	ruggedisation	event	MS
YES		TRUE	eng-30-01078235-v	ruff	eng-30-01259380-n	ruff	event	MS
YES		TRUE	eng-30-01796582-v	rue	eng-30-07535670-n	rue	event	MS
YES		TRUE	eng-30-01249724-v	rub	eng-30-00125126-n	rub	event	MS
YES		TRUE	eng-30-02119874-v	rub	eng-30-00125126-n	rub	event	MS
Y	ing	FALSE	eng-30-01946996-v	row	eng-30-00445351-n	rowing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01946996-v	row	eng-30-00445351-n	row	event	MS
YES		TRUE	eng-30-01104248-v	rout	eng-30-07476404-n	rout	event	MS
YES		TRUE	eng-30-01858910-v	round	eng-30-03032811-n	round	event	MS
Y	ing	FALSE	eng-30-00209837-v	rot	eng-30-13458019-n	rotting	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-00245913-v	rotate	eng-30-05045381-n	rotation	event	MS
YES	ion	FALSE	eng-30-02045790-v	rotate	eng-30-00342028-n	rotation	event	MS
YES	ion	FALSE	eng-30-02045043-v	rotate	eng-30-00342028-n	rotation	event	MS
YES	ion	FALSE	eng-30-01096305-v	rotate	eng-30-05045381-n	rotation	event	MS
YES	ion	FALSE	eng-30-02393894-v	rotate	eng-30-05045381-n	rotation	event	MS
Y	ion	FALSE	eng-30-02045043-v	rotate	eng-30-07440979-n	rotation	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00209837-v	rot	eng-30-13458019-n	rot	event	MS
YES		TRUE	eng-30-00209837-v	rot	eng-30-14560926-n	rot	event	MS
YES		TRUE	eng-30-01883716-v	romp	eng-30-00511817-n	romp	event	MS
YES		TRUE	eng-30-01100567-v	romp	eng-30-07475107-n	romp	event	MS
YES	ation	FALSE	eng-30-00693172-v	romanticise	eng-30-01219306-n	romanticisation	event	MS
Y		TRUE	eng-30-02271490-v	roll_over	eng-30-01155722-n	rollover	event	MS
Y	ing	FALSE	eng-30-02198014-v	roll	eng-30-07389330-n	rolling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01876028-v	rock	eng-30-00348008-n	rock	event	MS
YES		TRUE	eng-30-01875295-v	rock	eng-30-00348008-n	rock	event	MS
Y	ise	FALSE	eng-30-00525446-v	ritualise	eng-30-01030820-n	ritual	event	NEW_LIT_PAIR_KNOWN_REL
Y	ise	FALSE	eng-30-00525446-v	ritualise	eng-30-01027859-n	ritual	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01968569-v	rise	eng-30-07445480-n	rising	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01970348-v	rise	eng-30-07445480-n	rising	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02583139-v	rise	eng-30-00962129-n	rising	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02040054-v	ripple	eng-30-07344663-n	rippling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02187922-v	ripple	eng-30-07344663-n	rippling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02040054-v	ripple	eng-30-07344663-n	ripple	event	MS
YES		TRUE	eng-30-02187922-v	ripple	eng-30-07344663-n	ripple	event	MS
YES		TRUE	eng-30-00816353-v	riposte	eng-30-07199922-n	riposte	event	MS
Y	ing	FALSE	eng-30-00249969-v	ripen	eng-30-13512238-n	ripening	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01573276-v	rip	eng-30-09410928-n	rip	event	MS
YES		TRUE	eng-30-01573276-v	rip	eng-30-00391407-n	rip	event	MS
Y	ing	FALSE	eng-30-02584661-v	riot	eng-30-13977043-n	rioting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02493260-v	riot	eng-30-00511212-n	riot	event	MS
YES		TRUE	eng-30-02584661-v	riot	eng-30-01170502-n	riot	event	MS
YES		TRUE	eng-30-02584661-v	riot	eng-30-13977043-n	riot	event	MS
Y	ing	FALSE	eng-30-01536168-v	rinse	eng-30-00396642-n	rinsing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01536168-v	rinse	eng-30-00396642-n	rinse	event	MS
YES		TRUE	eng-30-02750432-v	rime	eng-30-07096661-n	rime	event	MS
YES	ing	FALSE	eng-30-00418408-v	rigidify	eng-30-13561521-n	rigidifying	event	MS
YES	ation	FALSE	eng-30-00418408-v	rigidify	eng-30-13561521-n	rigidification	event	MS
YES		TRUE	eng-30-02519991-v	right	eng-30-13341756-n	right	event	MS
YES		TRUE	eng-30-01419160-v	riffle	eng-30-00340838-n	riffle	event	MS
YES		TRUE	eng-30-02040054-v	riffle	eng-30-07344663-n	riffle	event	MS
YES		TRUE	eng-30-01649605-v	riff	eng-30-07045788-n	riff	event	MS
YES		TRUE	eng-30-02102398-v	ride	eng-30-00307631-n	ride	event	MS
YES		TRUE	eng-30-01847676-v	ride	eng-30-00307631-n	ride	event	MS
YES		TRUE	eng-30-02742232-v	ride	eng-30-00307631-n	ride	event	MS
YES		TRUE	eng-30-01955984-v	ride	eng-30-00307631-n	ride	event	MS
