Manually confirmed derivation: Y/YES, X - not confirmed, B/XB - multistep derivation	Zero	V synset	V literal	N synset	N literal	Status: MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
YES	TRUE	eng-30-00980453-v	word	eng-30-06286395-n	word	MS
YES	TRUE	eng-30-02407987-v	work	eng-30-00575741-n	work	MS
YES	TRUE	eng-30-02413480-v	work	eng-30-00575741-n	work	MS
YES	TRUE	eng-30-02410855-v	work	eng-30-00584367-n	work	MS
YES	TRUE	eng-30-02407987-v	work	eng-30-00584367-n	work	MS
YES	TRUE	eng-30-02373015-v	work	eng-30-00575741-n	work	MS
YES	TRUE	eng-30-02594979-v	work	eng-30-00575741-n	work	MS
YES	TRUE	eng-30-02525447-v	work	eng-30-04599396-n	work	MS
YES	TRUE	eng-30-02413480-v	work	eng-30-04599396-n	work	MS
YES	FALSE	eng-30-01566185-v	wreck	eng-30-10792856-n	wrecker	MS
YES	FALSE	eng-30-01566185-v	wreck	eng-30-10544748-n	wrecker	MS
YES	FALSE	eng-30-01566185-v	wreck	eng-30-04461696-n	wrecker	MS
YES	TRUE	eng-30-02291708-v	yield	eng-30-00914632-n	yield	MS
YES	TRUE	eng-30-02291708-v	yield	eng-30-04612722-n	yield	MS
YES	TRUE	eng-30-02291708-v	yield	eng-30-13758745-n	yield	MS
YES	TRUE	eng-30-01629000-v	yield	eng-30-04612722-n	yield	MS
YES	TRUE	eng-30-01629000-v	yield	eng-30-13260190-n	yield	MS
YES	TRUE	eng-30-01629000-v	yield	eng-30-13758745-n	yield	MS
YES	TRUE	eng-30-01629000-v	yield	eng-30-00914632-n	yield	MS
YES	TRUE	eng-30-01492052-v	yoke	eng-30-04613350-n	yoke	MS
YES	TRUE	eng-30-01492052-v	yoke	eng-30-04613158-n	yoke	MS
YES	TRUE	eng-30-01492283-v	yoke	eng-30-04613158-n	yoke	MS
YES	TRUE	eng-30-01492052-v	yoke	eng-30-04612840-n	yoke	MS
YES	TRUE	eng-30-01490958-v	yoke	eng-30-04613350-n	yoke	MS
YES	TRUE	eng-30-01490958-v	yoke	eng-30-04612840-n	yoke	MS
YES	TRUE	eng-30-02512150-v	zone	eng-30-08688247-n	zone	MS
YES	TRUE	eng-30-00332835-v	zone	eng-30-08509442-n	zone	MS
YES	FALSE	eng-30-01050651-v	yodel	eng-30-10803838-n	yodeller	MS
YES	FALSE	eng-30-01116447-v	yield	eng-30-10679998-n	yielder	MS
YES	FALSE	eng-30-00912833-v	yell	eng-30-10533983-n	yeller	MS
YES	FALSE	eng-30-01828405-v	yearn	eng-30-10270878-n	yearner	MS
YES	FALSE	eng-30-01805684-v	yearn	eng-30-10270878-n	yearner	MS
YES	FALSE	eng-30-00007328-v	yawn	eng-30-10803193-n	yawner	MS
YES	FALSE	eng-30-01592072-v	yank	eng-30-10802147-n	yanker	MS
YES	FALSE	eng-30-01698271-v	write	eng-30-10794014-n	writer	MS
YES	FALSE	eng-30-01007027-v	write	eng-30-10801291-n	writer	MS
YES	FALSE	eng-30-00993014-v	write	eng-30-10801291-n	writer	MS
YES	FALSE	eng-30-01744611-v	write	eng-30-10794014-n	writer	MS
YES	FALSE	eng-30-01691057-v	write	eng-30-10801291-n	writer	MS
YES	FALSE	eng-30-01031966-v	write	eng-30-10801291-n	writer	MS
YES	FALSE	eng-30-01868370-v	wriggle	eng-30-10781236-n	wriggler	MS
YES	FALSE	eng-30-01092981-v	wrestle	eng-30-10793168-n	wrestler	MS
YES	FALSE	eng-30-01213998-v	wrest	eng-30-10793019-n	wrester	MS
YES	FALSE	eng-30-02652376-v	wrangle	eng-30-10186216-n	wrangler	MS
YES	FALSE	eng-30-00774344-v	wrangle	eng-30-10792746-n	wrangler	MS
YES	FALSE	eng-30-01778990-v	worship	eng-30-09847727-n	worshipper	MS
YES	FALSE	eng-30-01778017-v	worship	eng-30-10792335-n	worshipper	MS
YES	FALSE	eng-30-02613275-v	worship	eng-30-09847727-n	worshipper	MS
YES	FALSE	eng-30-01778990-v	worship	eng-30-09847727-n	worshiper	MS
YES	FALSE	eng-30-02613275-v	worship	eng-30-09847727-n	worshiper	MS
YES	FALSE	eng-30-01778017-v	worship	eng-30-10792335-n	worshiper	MS
YES	FALSE	eng-30-01767163-v	worry	eng-30-10792178-n	worrier	MS
YES	FALSE	eng-30-02410855-v	work	eng-30-09632518-n	worker	MS
YES	FALSE	eng-30-02413480-v	work	eng-30-02207449-n	worker	MS
YES	FALSE	eng-30-02413480-v	work	eng-30-09632518-n	worker	MS
YES	FALSE	eng-30-02413480-v	work	eng-30-09767197-n	worker	MS
YES	FALSE	eng-30-01637633-v	woolgather	eng-30-09993901-n	woolgatherer	MS
YES	FALSE	eng-30-02534492-v	woo	eng-30-10674130-n	wooer	MS
YES	FALSE	eng-30-02534936-v	woo	eng-30-10674130-n	wooer	MS
YES	FALSE	eng-30-00925490-v	wonder	eng-30-10789534-n	wonderer	MS
YES	FALSE	eng-30-00729378-v	wonder	eng-30-10789709-n	wonderer	MS
YES	FALSE	eng-30-02590910-v	womanise	eng-30-10789118-n	womaniser	MS
YES	FALSE	eng-30-02128286-v	witness	eng-30-10786033-n	witnesser	MS
YES	TRUE	eng-30-02128286-v	witness	eng-30-10786517-n	witness	MS
YES	TRUE	eng-30-02128286-v	witness	eng-30-10786033-n	witness	MS
YES	TRUE	eng-30-02128286-v	witness	eng-30-10786270-n	witness	MS
YES	TRUE	eng-30-02128873-v	witness	eng-30-10633450-n	witness	MS
YES	FALSE	eng-30-01116585-v	withstand	eng-30-09615211-n	withstander	MS
YES	FALSE	eng-30-02706816-v	withstand	eng-30-10785869-n	withstander	MS
YES	FALSE	eng-30-02213690-v	withhold	eng-30-10785574-n	withholder	MS
YES	FALSE	eng-30-02215001-v	withhold	eng-30-10785695-n	withholder	MS
YES	FALSE	eng-30-02213690-v	withhold	eng-30-10785695-n	withholder	MS
YES	FALSE	eng-30-02311387-v	withdraw	eng-30-10784795-n	withdrawer	MS
YES	FALSE	eng-30-01511380-v	withdraw	eng-30-10785203-n	withdrawer	MS
YES	FALSE	eng-30-00799383-v	withdraw	eng-30-10784922-n	withdrawer	MS
YES	FALSE	eng-30-00495998-v	withdraw	eng-30-10785333-n	withdrawer	MS
YES	FALSE	eng-30-00799383-v	withdraw	eng-30-10785085-n	withdrawer	MS
YES	FALSE	eng-30-01766952-v	withdraw	eng-30-10785333-n	withdrawer	MS
YES	TRUE	eng-30-00776988-v	witch	eng-30-09503282-n	witch	MS
YES	TRUE	eng-30-00776988-v	witch	eng-30-10055297-n	witch	MS
YES	FALSE	eng-30-02188848-v	wiretap	eng-30-10691318-n	wiretapper	MS
YES	FALSE	eng-30-01007222-v	wire	eng-30-10784015-n	wirer	MS
YES	FALSE	eng-30-02354536-v	wire	eng-30-10783734-n	wirer	MS
YES	FALSE	eng-30-00505802-v	wire	eng-30-10783734-n	wirer	MS
YES	FALSE	eng-30-02524171-v	win	eng-30-09762821-n	winner	MS
YES	FALSE	eng-30-02288295-v	win	eng-30-09762821-n	winner	MS
YES	FALSE	eng-30-02288295-v	win	eng-30-10782791-n	winner	MS
YES	FALSE	eng-30-01100145-v	win	eng-30-10782791-n	winner	MS
YES	FALSE	eng-30-01100145-v	win	eng-30-10782940-n	winner	MS
YES	FALSE	eng-30-00008299-v	wink	eng-30-10783539-n	winker	MS
YES	FALSE	eng-30-00007739-v	wink	eng-30-10783539-n	winker	MS
YES	FALSE	eng-30-01898282-v	wiggle	eng-30-01935395-n	wiggler	MS
YES	FALSE	eng-30-01898282-v	wiggle	eng-30-10781236-n	wiggler	MS
YES	FALSE	eng-30-01898282-v	wiggle	eng-30-02200509-n	wiggler	MS
YES	FALSE	eng-30-00914215-v	whoop	eng-30-01859325-n	whooper	MS
YES	FALSE	eng-30-02247226-v	wholesale	eng-30-10222497-n	wholesaler	MS
YES	FALSE	eng-30-01552219-v	whittle	eng-30-10779775-n	whittler	MS
YES	FALSE	eng-30-01043441-v	whistle	eng-30-10777768-n	whistler	MS
YES	FALSE	eng-30-02183626-v	whistle	eng-30-10777768-n	whistler	MS
YES	FALSE	eng-30-00915830-v	whisper	eng-30-10777299-n	whisperer	MS
YES	FALSE	eng-30-01411085-v	whip	eng-30-10684146-n	whipper	MS
YES	FALSE	eng-30-01042531-v	whine	eng-30-10776339-n	whiner	MS
YES	FALSE	eng-30-00907930-v	whine	eng-30-10776339-n	whiner	MS
YES	FALSE	eng-30-01409888-v	whiff	eng-30-10775771-n	whiffer	MS
YES	FALSE	eng-30-01935476-v	wheel	eng-30-09986189-n	wheeler	MS
YES	FALSE	eng-30-02046075-v	wheel	eng-30-10775536-n	wheeler	MS
YES	FALSE	eng-30-00768778-v	wheedle	eng-30-10775379-n	wheedler	MS
YES	FALSE	eng-30-00072730-v	wet	eng-30-09846586-n	wetter	MS
YES	FALSE	eng-30-00214951-v	wet	eng-30-10775003-n	wetter	MS
YES	FALSE	eng-30-01427806-v	wench	eng-30-10774223-n	wencher	MS
YES	FALSE	eng-30-02574072-v	welsh	eng-30-10773527-n	welsher	MS
YES	FALSE	eng-30-01595830-v	weld	eng-30-10773665-n	welder	MS
YES	FALSE	eng-30-00900583-v	welcome	eng-30-10146927-n	welcomer	MS
Y	FALSE	eng-30-02574072-v	welch	eng-30-10773527-n	welcher	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01150370-v	weightlift	eng-30-10773394-n	weightlifter	MS
YES	FALSE	eng-30-02704617-v	weigh	eng-30-10773277-n	weigher	MS
YES	FALSE	eng-30-00066191-v	weep	eng-30-10773040-n	weeper	MS
YES	FALSE	eng-30-00066191-v	weep	eng-30-10773126-n	weeper	MS
YES	FALSE	eng-30-02707987-v	weekend	eng-30-10772472-n	weekender	MS
YES	FALSE	eng-30-01673891-v	weave	eng-30-10772190-n	weaver	MS
YES	FALSE	eng-30-00052374-v	wear	eng-30-10771809-n	wearer	MS
YES	FALSE	eng-30-02740204-v	waver	eng-30-10603528-n	waverer	MS
YES	FALSE	eng-30-02640440-v	waver	eng-30-10603528-n	waverer	MS
YES	FALSE	eng-30-01446901-v	wave	eng-30-10771270-n	waver	MS
YES	FALSE	eng-30-01041415-v	wave	eng-30-10771270-n	waver	MS
YES	FALSE	eng-30-02357873-v	water	eng-30-10770309-n	waterer	MS
YES	FALSE	eng-30-02357873-v	water	eng-30-10770767-n	waterer	MS
YES	FALSE	eng-30-00228236-v	water	eng-30-10770767-n	waterer	MS
YES	FALSE	eng-30-02151966-v	watch	eng-30-10770059-n	watcher	MS
YES	FALSE	eng-30-02150510-v	watch	eng-30-10633450-n	watcher	MS
YES	FALSE	eng-30-02128653-v	watch	eng-30-10633450-n	watcher	MS
Y	FALSE	eng-30-02150948-v	watch	eng-30-10633450-n	watcher	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02268351-v	waste	eng-30-10769459-n	wastrel	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01158181-v	waste	eng-30-10769459-n	wastrel	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00388635-v	waste	eng-30-10008716-n	waster	MS
YES	FALSE	eng-30-02268351-v	waste	eng-30-10769459-n	waster	MS
YES	FALSE	eng-30-01158181-v	waste	eng-30-10769459-n	waster	MS
YES	FALSE	eng-30-01175467-v	wassail	eng-30-10713502-n	wassailer	MS
YES	FALSE	eng-30-02491383-v	wassail	eng-30-10769321-n	wassailer	MS
YES	FALSE	eng-30-01093172-v	war	eng-30-10768585-n	warrior	MS
YES	FALSE	eng-30-00891936-v	warrant	eng-30-10149527-n	warrantor	MS
YES	FALSE	eng-30-00891936-v	warrant	eng-30-10149527-n	warranter	MS
YES	FALSE	eng-30-00832907-v	warn	eng-30-10768022-n	warner	MS
YES	FALSE	eng-30-00870213-v	warn	eng-30-10768022-n	warner	MS
YES	FALSE	eng-30-02282365-v	warehouse	eng-30-10767519-n	warehouser	MS
YES	FALSE	eng-30-01129337-v	ward	eng-30-10767265-n	warder	MS
YES	TRUE	eng-30-01129337-v	ward	eng-30-10767020-n	ward	MS
YES	FALSE	eng-30-01050896-v	warble	eng-30-10766492-n	warbler	MS
YES	TRUE	eng-30-01038434-v	wanton	eng-30-10766260-n	wanton	MS
YES	TRUE	eng-30-02615451-v	wanton	eng-30-10766260-n	wanton	MS
YES	FALSE	eng-30-02632567-v	want	eng-30-10766025-n	wanter	MS
YES	FALSE	eng-30-01317064-v	want	eng-30-10766025-n	wanter	MS
YES	FALSE	eng-30-00709205-v	want	eng-30-10766025-n	wanter	MS
YES	FALSE	eng-30-01188725-v	want	eng-30-10766025-n	wanter	MS
YES	FALSE	eng-30-01825237-v	want	eng-30-10766025-n	wanter	MS
YES	FALSE	eng-30-01430633-v	wank	eng-30-10717196-n	wanker	MS
YES	FALSE	eng-30-02527431-v	wangle	eng-30-10089615-n	wangler	MS
YES	FALSE	eng-30-02576921-v	wangle	eng-30-10089615-n	wangler	MS
YES	FALSE	eng-30-01881180-v	wander	eng-30-10765679-n	wanderer	MS
YES	FALSE	eng-30-01895612-v	waltz	eng-30-10765587-n	waltzer	MS
YES	FALSE	eng-30-01268112-v	wallpaper	eng-30-10765189-n	wallpaperer	MS
YES	FALSE	eng-30-01415807-v	wallop	eng-30-10765098-n	walloper	MS
YES	FALSE	eng-30-01103180-v	wallop	eng-30-10765000-n	walloper	MS
YES	FALSE	eng-30-00018526-v	wake	eng-30-10763878-n	waker	MS
Y	FALSE	eng-30-00018813-v	wake	eng-30-10763985-n	waker	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02641463-v	wait	eng-30-10763725-n	waiter	MS
YES	FALSE	eng-30-02637938-v	wait	eng-30-10763725-n	waiter	MS
YES	FALSE	eng-30-00720063-v	wait	eng-30-10763725-n	waiter	MS
YES	FALSE	eng-30-02413290-v	wait	eng-30-10763383-n	waiter	MS
Y	FALSE	eng-30-02413290-v	waitress	eng-30-10763383-n	waiter	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01046932-v	wail	eng-30-10763245-n	wailer	MS
YES	FALSE	eng-30-01155687-v	wager	eng-30-09851876-n	wagerer	MS
YES	FALSE	eng-30-02640440-v	waffle	eng-30-10762212-n	waffler	MS
YES	FALSE	eng-30-01916214-v	wade	eng-30-02000954-n	wader	MS
YES	FALSE	eng-30-01918803-v	waddle	eng-30-10762064-n	waddler	MS
YES	FALSE	eng-30-00970215-v	vulgarise	eng-30-10454752-n	vulgariser	MS
YES	FALSE	eng-30-00516932-v	vulcanise	eng-30-10761519-n	vulcaniser	MS
YES	FALSE	eng-30-01846320-v	voyage	eng-30-10761190-n	voyager	MS
YES	FALSE	eng-30-00886759-v	vow	eng-30-10760951-n	vower	MS
YES	FALSE	eng-30-00890100-v	vouch	eng-30-10760763-n	voucher	MS
YES	FALSE	eng-30-01015104-v	vouch	eng-30-10760763-n	voucher	MS
YES	FALSE	eng-30-02462201-v	vote	eng-30-10760340-n	voter	MS
YES	FALSE	eng-30-02461314-v	vote	eng-30-10760340-n	voter	MS
YES	FALSE	eng-30-02462580-v	vote	eng-30-10760340-n	voter	MS
YES	FALSE	eng-30-00076400-v	vomit	eng-30-10759702-n	vomiter	MS
YES	TRUE	eng-30-02424984-v	volunteer	eng-30-10759151-n	volunteer	MS
YES	FALSE	eng-30-00073343-v	void	eng-30-10000007-n	voider	MS
YES	FALSE	eng-30-02478059-v	void	eng-30-10214390-n	voider	MS
YES	FALSE	eng-30-00933403-v	voice	eng-30-10758847-n	voicer	MS
YES	FALSE	eng-30-00915265-v	vociferate	eng-30-10758589-n	vociferator	MS
YB	FALSE	eng-30-01704236-v	vocalise	eng-30-10599806-n	vocalist	NEW_LIT_PAIR_KNOWN_REL
YB	FALSE	eng-30-00952182-v	vocalise	eng-30-10599806-n	vocalist	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00952182-v	vocalise	eng-30-10743675-n	vocaliser	MS
YES	FALSE	eng-30-01704236-v	vocalise	eng-30-10599806-n	vocaliser	MS
Y	FALSE	eng-30-00745187-v	vocalise	eng-30-10743675-n	vocaliser	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00952182-v	vocalise	eng-30-10599806-n	vocaliser	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00164816-v	vitalise	eng-30-10056103-n	vitaliser	MS
Y	FALSE	eng-30-01635432-v	visualise	eng-30-10757492-n	visualiser	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01843689-v	visit	eng-30-10757193-n	visitor	MS
YES	FALSE	eng-30-02619424-v	visit	eng-30-10757193-n	visitor	MS
YES	FALSE	eng-30-02493030-v	visit	eng-30-10757193-n	visitor	MS
YES	FALSE	eng-30-01038666-v	visit	eng-30-10757193-n	visitor	MS
YES	FALSE	eng-30-02487573-v	visit	eng-30-10757193-n	visitor	MS
YES	FALSE	eng-30-01844048-v	visit	eng-30-10757193-n	visitor	MS
Y	FALSE	eng-30-02493030-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02619424-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02487573-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01843689-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01038666-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01844048-v	visit	eng-30-10757193-n	visitant	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02566528-v	violate	eng-30-10754449-n	violator	MS
YES	FALSE	eng-30-02567519-v	violate	eng-30-10754281-n	violator	MS
YES	FALSE	eng-30-00896141-v	vindicate	eng-30-09798534-n	vindicator	MS
YES	FALSE	eng-30-00904690-v	vindicate	eng-30-09798534-n	vindicator	MS
YES	FALSE	eng-30-00847870-v	vilify	eng-30-09999135-n	vilifier	MS
YES	FALSE	eng-30-02332999-v	victual	eng-30-10753182-n	victualler	MS
YES	FALSE	eng-30-02332999-v	victual	eng-30-10681557-n	victualler	MS
YES	FALSE	eng-30-02332999-v	victual	eng-30-10753182-n	victualer	MS
YES	FALSE	eng-30-02332999-v	victual	eng-30-10681557-n	victualer	MS
YES	FALSE	eng-30-02574205-v	victimise	eng-30-10752719-n	victimiser	MS
YES	FALSE	eng-30-01787955-v	vex	eng-30-10695555-n	vexer	MS
YES	TRUE	eng-30-02446504-v	vet	eng-30-10749715-n	vet	MS
YES	TRUE	eng-30-00080456-v	vet	eng-30-10749715-n	vet	MS
YES	FALSE	eng-30-01702514-v	versify	eng-30-10528493-n	versifier	MS
YES	FALSE	eng-30-00664483-v	verify	eng-30-10760763-n	verifier	MS
Y	FALSE	eng-30-00941990-v	verbalise	eng-30-10630188-n	verbaliser	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02373336-v	venture	eng-30-09606009-n	venturer	MS
YES	FALSE	eng-30-02545272-v	venture	eng-30-09606009-n	venturer	MS
YES	FALSE	eng-30-00944548-v	vent	eng-30-10747672-n	venter	MS
YES	FALSE	eng-30-01778568-v	venerate	eng-30-10747548-n	venerator	MS
YES	FALSE	eng-30-02302817-v	vend	eng-30-10577284-n	vendor	MS
YES	FALSE	eng-30-02302817-v	vend	eng-30-10577284-n	vender	MS
YES	FALSE	eng-30-00883226-v	vaunt	eng-30-09872066-n	vaunter	MS
YES	FALSE	eng-30-01966168-v	vault	eng-30-10746931-n	vaulter	MS
YES	FALSE	eng-30-01965806-v	vault	eng-30-10746931-n	vaulter	MS
YES	FALSE	eng-30-00926702-v	vaticinate	eng-30-10483530-n	vaticinator	MS
YES	FALSE	eng-30-00918312-v	vaticinate	eng-30-10483530-n	vaticinator	MS
YES	FALSE	eng-30-01269008-v	varnish	eng-30-10746460-n	varnisher	MS
YES	FALSE	eng-30-01101913-v	vanquish	eng-30-09956578-n	vanquisher	MS
YES	FALSE	eng-30-01520454-v	vandalise	eng-30-10746056-n	vandal	MS
YES	FALSE	eng-30-01038538-v	vamp	eng-30-09965134-n	vamper	MS
YES	FALSE	eng-30-00695226-v	value	eng-30-10745894-n	valuer	MS
YES	FALSE	eng-30-00681429-v	value	eng-30-10745894-n	valuer	MS
YES	FALSE	eng-30-00681429-v	valuate	eng-30-09802050-n	valuator	MS
YES	TRUE	eng-30-02541138-v	valet	eng-30-10745332-n	valet	MS
YES	FALSE	eng-30-02706046-v	vacillate	eng-30-10603528-n	vacillator	MS
YES	FALSE	eng-30-00086835-v	vaccinate	eng-30-10207514-n	vaccinator	MS
Y	FALSE	eng-30-02708707-v	vacation	eng-30-10744164-n	vacationist	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02708707-v	vacation	eng-30-10744164-n	vacationer	MS
YES	FALSE	eng-30-00940384-v	utter	eng-30-10743675-n	utterer	MS
YES	FALSE	eng-30-00983824-v	utter	eng-30-10743675-n	utterer	MS
YES	FALSE	eng-30-02043851-v	utter	eng-30-10743543-n	utterer	MS
YES	FALSE	eng-30-00941990-v	utter	eng-30-10630188-n	utterer	MS
Y	FALSE	eng-30-01158872-v	utilise	eng-30-10743124-n	utiliser	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02274482-v	usurp	eng-30-10742546-n	usurper	MS
YES	TRUE	eng-30-02000547-v	usher	eng-30-10741821-n	usher	MS
YES	FALSE	eng-30-01158872-v	use	eng-30-10741590-n	user	MS
YES	FALSE	eng-30-01165043-v	use	eng-30-10036266-n	user	MS
YES	FALSE	eng-30-02600490-v	use	eng-30-10072546-n	user	MS
YES	FALSE	eng-30-00072012-v	urinate	eng-30-10435716-n	urinator	MS
YES	FALSE	eng-30-02086100-v	upstage	eng-30-10740732-n	upstager	MS
YES	FALSE	eng-30-01107024-v	upstage	eng-30-10740732-n	upstager	MS
YES	FALSE	eng-30-01109087-v	upset	eng-30-10740594-n	upsetter	MS
YES	FALSE	eng-30-01662118-v	uproot	eng-30-10008716-n	uprooter	MS
YES	FALSE	eng-30-02341816-v	upholster	eng-30-10740482-n	upholsterer	MS
YES	FALSE	eng-30-00896497-v	uphold	eng-30-10740219-n	upholder	MS
YES	FALSE	eng-30-02679899-v	uphold	eng-30-10740219-n	upholder	MS
YES	FALSE	eng-30-00825975-v	upbraid	eng-30-10740017-n	upbraider	MS
YES	FALSE	eng-30-01284461-v	untie	eng-30-10737431-n	untier	MS
YES	FALSE	eng-30-01284908-v	untie	eng-30-10737431-n	untier	MS
YES	FALSE	eng-30-00332672-v	unravel	eng-30-10016954-n	unraveller	MS
YES	FALSE	eng-30-01521367-v	unravel	eng-30-10016954-n	unraveller	MS
Y	FALSE	eng-30-01520844-v	unravel	eng-30-10016954-n	unraveller	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01521367-v	unravel	eng-30-10016954-n	unraveler	MS
YES	FALSE	eng-30-01520844-v	unravel	eng-30-10016954-n	unraveler	MS
Y	FALSE	eng-30-00332672-v	unravel	eng-30-10016954-n	unraveler	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01344293-v	unfasten	eng-30-10737431-n	unfastener	MS
YES	FALSE	eng-30-02559199-v	undo	eng-30-10008716-n	undoer	MS
YES	FALSE	eng-30-02559199-v	undo	eng-30-10737717-n	undoer	MS
YES	FALSE	eng-30-01284271-v	undo	eng-30-10737431-n	undoer	MS
YES	FALSE	eng-30-01284908-v	undo	eng-30-10737431-n	undoer	MS
YES	FALSE	eng-30-00891216-v	underwrite	eng-30-10209731-n	underwriter	MS
YES	FALSE	eng-30-00891216-v	underwrite	eng-30-08070465-n	underwriter	MS
YES	TRUE	eng-30-00604930-v	understudy	eng-30-10737103-n	understudy	MS
YES	FALSE	eng-30-02351467-v	undersell	eng-30-10736926-n	underseller	MS
YES	FALSE	eng-30-02562585-v	underperform	eng-30-10736394-n	underperformer	MS
YES	FALSE	eng-30-02562585-v	underperform	eng-30-08076578-n	underperformer	MS
YES	FALSE	eng-30-02562585-v	underachieve	eng-30-10736394-n	underachiever	MS
YES	TRUE	eng-30-01085237-v	umpire	eng-30-10735984-n	umpire	MS
Y	FALSE	eng-30-01085237-v	umpire	eng-30-10735984-n	ump	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01744888-v	typeset	eng-30-09949946-n	typesetter	MS
YES	FALSE	eng-30-02699141-v	typify	eng-30-09909060-n	type	MS
YES	FALSE	eng-30-01053623-v	twitter	eng-30-02511730-n	twitterer	MS
YES	FALSE	eng-30-02048891-v	twirl	eng-30-10435988-n	twirler	MS
YES	FALSE	eng-30-02048051-v	twirl	eng-30-09843824-n	twirler	MS
YES	FALSE	eng-30-01518047-v	twine	eng-30-10734568-n	twiner	MS
YES	FALSE	eng-30-01517662-v	twine	eng-30-10734568-n	twiner	MS
YES	FALSE	eng-30-01224211-v	twiddle	eng-30-10734235-n	twiddler	MS
YES	FALSE	eng-30-01036804-v	twaddle	eng-30-10733999-n	twaddler	MS
YES	FALSE	eng-30-01142363-v	turtle	eng-30-10733705-n	turtler	MS
YES	FALSE	eng-30-00295346-v	tune	eng-30-10733117-n	tuner	MS
YES	FALSE	eng-30-01452918-v	tug	eng-30-10492202-n	tugger	MS
YES	FALSE	eng-30-01453256-v	tug	eng-30-10492202-n	tugger	MS
YES	FALSE	eng-30-01454636-v	tug	eng-30-10492202-n	tugger	MS
YES	FALSE	eng-30-01330822-v	tuck	eng-30-10732748-n	tucker	MS
YES	FALSE	eng-30-01390327-v	tuck	eng-30-10732748-n	tucker	MS
YES	FALSE	eng-30-00721098-v	trust	eng-30-09848489-n	truster	MS
YES	FALSE	eng-30-00977871-v	trumpet	eng-30-10171219-n	trumpeter	MS
YES	FALSE	eng-30-00857784-v	trumpet	eng-30-10171219-n	trumpeter	MS
YES	FALSE	eng-30-01733829-v	trumpet	eng-30-10732010-n	trumpeter	MS
YES	FALSE	eng-30-01921204-v	trudge	eng-30-10731848-n	trudger	MS
YES	FALSE	eng-30-02703432-v	truckle	eng-30-09800631-n	truckler	MS
YES	FALSE	eng-30-00880978-v	truckle	eng-30-09800631-n	truckler	MS
YES	FALSE	eng-30-01954341-v	truck	eng-30-10695192-n	trucker	MS
YES	FALSE	eng-30-01901447-v	trot	eng-30-02388276-n	trotter	MS
YES	TRUE	eng-30-01919898-v	troop	eng-30-08274565-n	troop	MS
YES	FALSE	eng-30-01141763-v	troll	eng-30-09793946-n	troller	MS
YES	FALSE	eng-30-02592895-v	trifle	eng-30-10729330-n	trifler	MS
YES	FALSE	eng-30-02531625-v	try	eng-30-10728998-n	trier	MS
YES	FALSE	eng-30-02501278-v	try	eng-30-10729175-n	trier	MS
YES	FALSE	eng-30-02530167-v	try	eng-30-10728998-n	trier	MS
YES	FALSE	eng-30-02500902-v	try	eng-30-10729175-n	trier	MS
YES	FALSE	eng-30-01195299-v	try	eng-30-10728998-n	trier	MS
Y	FALSE	eng-30-02575723-v	trick	eng-30-10463714-n	trickster	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02575723-v	trick	eng-30-10463714-n	tricker	MS
YES	FALSE	eng-30-02571251-v	trespass	eng-30-10213652-n	trespasser	MS
YES	FALSE	eng-30-01888511-v	tremble	eng-30-10498046-n	trembler	MS
YES	FALSE	eng-30-01847220-v	trek	eng-30-10727944-n	trekker	MS
YES	FALSE	eng-30-01847392-v	trek	eng-30-10727944-n	trekker	MS
YES	FALSE	eng-30-00762720-v	treat	eng-30-10351874-n	treater	MS
